EXTRA,DATA_TYPE,COLUMN_KEY,TABLE_NAME,COLUMN_NAME,COLUMN_TYPE,IS_NULLABLE,IS_GENERATED,TABLE_SCHEMA,PRIVILEGES,NUMERIC_SCALE,TABLE_CATALOG,COLLATION_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,NUMERIC_PRECISION,CHARACTER_SET_NAME,DATETIME_PRECISION,GENERATION_EXPRESSION,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
12,3,<blank>,<blank>,NEVER,YES,u206194013_ICOER02MAR20,events,<blank>,<blank>,<blank>,<blank>,is_completed,tinyint(1),tinyint,<blank>,"select,insert,update,references",<blank>,0,def,0,<blank>
13,3,<blank>,<blank>,NEVER,NO,u206194013_ICOER02MAR20,events,<blank>,<blank>,<blank>,<blank>,active_status,tinyint(1),tinyint,<blank>,"select,insert,update,references",<blank>,0,def,1,<blank>
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,auto_increment,<blank>,<blank>,id,1,events_registration,PRI,<blank>
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,<blank>,<blank>,<blank>,event_id,2,events_registration,<blank>,<blank>
NO,<blank>,name,<blank>,varchar(200),varchar,events_registration,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,3,600,200
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,<blank>,<blank>,<blank>,mobile,4,events_registration,<blank>,<blank>
NO,<blank>,email,<blank>,varchar(200),varchar,events_registration,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,5,600,200
NO,<blank>,city,<blank>,varchar(100),varchar,events_registration,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,6,300,100
NO,<blank>,country,<blank>,varchar(100),varchar,events_registration,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,7,300,100
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(11),bigint,auto_increment,<blank>,<blank>,id,1,invitedtalks,PRI,<blank>
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(11),bigint,<blank>,<blank>,<blank>,faculty_id,2,invitedtalks,<blank>,<blank>
NO,<blank>,title,<blank>,varchar(2000),varchar,invitedtalks,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,3,2000,2000
NO,<blank>,venue,<blank>,varchar(2000),varchar,invitedtalks,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,4,2000,2000
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,auto_increment,<blank>,<blank>,id,1,search,PRI,<blank>
NO,<blank>,title,<blank>,varchar(200),varchar,search,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,2,200,200
NO,<blank>,description,<blank>,varchar(500),varchar,search,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,3,500,500
NO,<blank>,keyword,<blank>,varchar(500),varchar,search,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,4,500,500
NO,<blank>,link,<blank>,varchar(500),varchar,search,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,5,500,500
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,<blank>,<blank>,<blank>,id,1,extra_curricular,<blank>,<blank>
extra_curricular,2,<blank>,<blank>,NEVER,YES,<blank>,"select,insert,update,references",<blank>,<blank>,<blank>,<blank>,date,date,date,<blank>,<blank>,<blank>,def,u206194013_ICOER02MAR20,NULL,<blank>
NEVER,varchar,<blank>,<blank>,name,varchar(200),def,3,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,utf8_unicode_ci,<blank>,NULL,"select,insert,update,references",extra_curricular,utf8,<blank>,YES,600,200
NEVER,varchar,<blank>,<blank>,description,varchar(5000),def,4,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,utf8_unicode_ci,<blank>,NULL,"select,insert,update,references",extra_curricular,utf8,<blank>,YES,15000,5000
NEVER,varchar,<blank>,<blank>,contents_of_workshop,varchar(5000),def,5,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,utf8_unicode_ci,<blank>,NULL,"select,insert,update,references",extra_curricular,utf8,<blank>,YES,15000,5000
NEVER,varchar,<blank>,<blank>,starttime,varchar(10),def,6,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,utf8_unicode_ci,<blank>,NULL,"select,insert,update,references",extra_curricular,utf8,<blank>,YES,30,10
NEVER,varchar,<blank>,<blank>,endtime,varchar(10),def,7,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,utf8_unicode_ci,<blank>,NULL,"select,insert,update,references",extra_curricular,utf8,<blank>,YES,30,10
NEVER,varchar,<blank>,<blank>,department,varchar(50),def,8,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,utf8_unicode_ci,<blank>,NULL,"select,insert,update,references",extra_curricular,utf8,<blank>,YES,150,50
NEVER,varchar,<blank>,<blank>,location,varchar(100),def,9,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,utf8_unicode_ci,<blank>,NULL,"select,insert,update,references",extra_curricular,utf8,<blank>,YES,300,100
NEVER,varchar,<blank>,<blank>,city,varchar(500),def,10,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,utf8_unicode_ci,<blank>,NULL,"select,insert,update,references",extra_curricular,utf8,<blank>,YES,1500,500
NEVER,varchar,<blank>,<blank>,event_report,varchar(5000),def,11,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,utf8_unicode_ci,<blank>,NULL,"select,insert,update,references",extra_curricular,utf8,<blank>,YES,15000,5000
12,3,<blank>,<blank>,NEVER,YES,u206194013_ICOER02MAR20,extra_curricular,<blank>,<blank>,<blank>,<blank>,is_completed,tinyint(1),tinyint,<blank>,"select,insert,update,references",<blank>,0,def,0,<blank>
13,3,<blank>,<blank>,NEVER,NO,u206194013_ICOER02MAR20,extra_curricular,<blank>,<blank>,<blank>,<blank>,active_status,tinyint(1),tinyint,<blank>,"select,insert,update,references",<blank>,0,def,1,<blank>
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,auto_increment,<blank>,<blank>,id,1,photos,PRI,<blank>
NO,<blank>,type,<blank>,varchar(500),varchar,photos,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,2,500,500
NO,<blank>,profile,<blank>,varchar(500),varchar,photos,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,3,500,500
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(11),bigint,auto_increment,<blank>,<blank>,id,1,research,PRI,<blank>
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(11),bigint,<blank>,<blank>,<blank>,faculty_id,2,research,<blank>,<blank>
NO,<blank>,title,<blank>,varchar(2000),varchar,research,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,3,2000,2000
NO,<blank>,duration,<blank>,varchar(2000),varchar,research,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,4,2000,2000
NO,<blank>,fundingagency,<blank>,varchar(2000),varchar,research,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,5,2000,2000
NO,<blank>,amountsanctioned,<blank>,varchar(500),varchar,research,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,6,500,500
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,auto_increment,<blank>,<blank>,id,1,jobs,PRI,<blank>
NO,<blank>,name,<blank>,varchar(500),varchar,jobs,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,2,1500,500
NO,<blank>,job_description,<blank>,varchar(500),varchar,jobs,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,3,1500,500
NO,<blank>,position,<blank>,varchar(500),varchar,jobs,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,4,1500,500
def,0,NEVER,<blank>,NO,10,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,int(50),int,<blank>,<blank>,<blank>,no_of_openings,5,jobs,<blank>,<blank>
u206194013_ICOER02MAR20,def,NEVER,<blank>,NO,6,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,date,date,<blank>,<blank>,<blank>,date,jobs,"select,insert,update,references",<blank>,<blank>
NO,<blank>,time,<blank>,varchar(500),varchar,jobs,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,7,1500,500
NO,<blank>,city,<blank>,varchar(500),varchar,jobs,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,8,1500,500
NO,<blank>,location,<blank>,varchar(500),varchar,jobs,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,9,1500,500
10,3,<blank>,<blank>,NEVER,YES,u206194013_ICOER02MAR20,jobs,<blank>,<blank>,<blank>,<blank>,is_completed,tinyint(1),tinyint,<blank>,"select,insert,update,references",<blank>,0,def,0,<blank>
11,3,<blank>,<blank>,NEVER,NO,u206194013_ICOER02MAR20,jobs,<blank>,<blank>,<blank>,<blank>,active_status,tinyint(1),tinyint,<blank>,"select,insert,update,references",<blank>,0,def,1,<blank>
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(11),bigint,auto_increment,<blank>,<blank>,id,1,faculty_profile,PRI,<blank>
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(11),bigint,<blank>,<blank>,<blank>,faculty_id,2,faculty_profile,<blank>,<blank>
NO,<blank>,courses_taught,<blank>,varchar(2000),varchar,faculty_profile,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,3,2000,2000
NEVER,varchar,<blank>,<blank>,nooftimes_taught,varchar(500),def,4,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,latin1_swedish_ci,<blank>,NULL,"select,insert,update,references",faculty_profile,latin1,<blank>,YES,500,500
NEVER,varchar,<blank>,<blank>,level,varchar(1000),def,5,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,latin1_swedish_ci,<blank>,NULL,"select,insert,update,references",faculty_profile,latin1,<blank>,YES,1000,1000
NEVER,varchar,<blank>,<blank>,innovations_achievements,varchar(5000),def,6,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,latin1_swedish_ci,<blank>,NULL,"select,insert,update,references",faculty_profile,latin1,<blank>,YES,5000,5000
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(11),bigint,auto_increment,<blank>,<blank>,id,1,projects_guided,PRI,<blank>
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(11),bigint,<blank>,<blank>,<blank>,faculty_id,2,projects_guided,<blank>,<blank>
NO,<blank>,title,<blank>,varchar(2000),varchar,projects_guided,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,3,2000,2000
NO,<blank>,level,<blank>,varchar(2000),varchar,projects_guided,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,4,2000,2000
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,<blank>,<blank>,<blank>,id,1,lab_details,PRI,<blank>
NO,<blank>,dept,<blank>,varchar(200),varchar,lab_details,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,2,200,200
NO,<blank>,lab_name,<blank>,varchar(200),varchar,lab_details,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,3,200,200
NEVER,varchar,<blank>,<blank>,description,varchar(5000),def,4,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,latin1_swedish_ci,<blank>,NULL,"select,insert,update,references",lab_details,latin1,<blank>,YES,5000,5000
NO,<blank>,features,<blank>,varchar(500),varchar,lab_details,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,5,500,500
NO,<blank>,utilization,<blank>,varchar(500),varchar,lab_details,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,6,500,500
NO,<blank>,area,<blank>,varchar(500),varchar,lab_details,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,7,500,500
NO,<blank>,incharge,<blank>,varchar(500),varchar,lab_details,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,8,500,500
NO,<blank>,assistant,<blank>,varchar(500),varchar,lab_details,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,9,500,500
NEVER,varchar,<blank>,<blank>,images_path,varchar(500),def,10,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,latin1_swedish_ci,<blank>,NULL,"select,insert,update,references",lab_details,latin1,<blank>,YES,500,500
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(11),bigint,auto_increment,<blank>,<blank>,id,1,publications,PRI,<blank>
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(11),bigint,<blank>,<blank>,<blank>,faculty_id,2,publications,<blank>,<blank>
NO,<blank>,title,<blank>,varchar(2000),varchar,publications,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8mb4_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8mb4,NEVER,3,8000,2000
NO,<blank>,type,<blank>,varchar(2000),varchar,publications,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,4,2000,2000
NO,<blank>,nameofpublisher,<blank>,varchar(2000),varchar,publications,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,5,2000,2000
NEVER,varchar,<blank>,<blank>,year,varchar(50),def,6,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,latin1_swedish_ci,<blank>,'2000',"select,insert,update,references",publications,latin1,<blank>,NO,50,50
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,auto_increment,<blank>,<blank>,id,1,recruiters,PRI,<blank>
NO,<blank>,compony_name,<blank>,varchar(500),varchar,recruiters,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,2,1500,500
NO,<blank>,image_url,<blank>,varchar(500),varchar,recruiters,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,3,1500,500
4,3,<blank>,<blank>,NEVER,NO,u206194013_ICOER02MAR20,recruiters,<blank>,<blank>,<blank>,<blank>,active_status,tinyint(1),tinyint,<blank>,"select,insert,update,references",<blank>,0,def,1,<blank>
NEVER,varchar,<blank>,<blank>,details,varchar(500),def,5,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,utf8_unicode_ci,<blank>,NULL,"select,insert,update,references",recruiters,utf8,<blank>,YES,1500,500
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,auto_increment,<blank>,<blank>,id,1,slider,PRI,<blank>
NO,<blank>,slider_title,<blank>,varchar(500),varchar,slider,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,2,1500,500
NO,<blank>,description,<blank>,varchar(500),varchar,slider,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,3,1500,500
NO,<blank>,button1_link,<blank>,varchar(500),varchar,slider,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,4,1500,500
NO,<blank>,button2_link,<blank>,varchar(500),varchar,slider,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,5,1500,500
NO,<blank>,status,<blank>,varchar(50),varchar,slider,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,6,150,50
NO,<blank>,file_path,<blank>,varchar(500),varchar,slider,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,7,1500,500
8,3,<blank>,<blank>,NEVER,NO,u206194013_ICOER02MAR20,slider,<blank>,<blank>,<blank>,<blank>,active_status,tinyint(1),tinyint,<blank>,"select,insert,update,references",<blank>,0,def,1,<blank>
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,auto_increment,<blank>,<blank>,id,1,testimonials_details,PRI,<blank>
NO,<blank>,testimonials,<blank>,varchar(1000),varchar,testimonials_details,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,2,3000,1000
NO,<blank>,name,<blank>,varchar(100),varchar,testimonials_details,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,3,300,100
NO,<blank>,designation,<blank>,varchar(50),varchar,testimonials_details,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,4,150,50
NO,<blank>,role,<blank>,varchar(50),varchar,testimonials_details,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,5,150,50
NO,<blank>,file_path,<blank>,varchar(1000),varchar,testimonials_details,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,6,3000,1000
NEVER,varchar,<blank>,<blank>,class,varchar(50),def,7,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,utf8_unicode_ci,<blank>,'item',"select,insert,update,references",testimonials_details,utf8,<blank>,NO,150,50
8,3,<blank>,<blank>,NEVER,NO,u206194013_ICOER02MAR20,testimonials_details,<blank>,<blank>,<blank>,<blank>,active_status,tinyint(1),tinyint,<blank>,"select,insert,update,references",<blank>,0,def,1,<blank>
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,auto_increment,<blank>,<blank>,id,1,admission_enquiry,PRI,<blank>
NO,<blank>,name,<blank>,varchar(100),varchar,admission_enquiry,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,2,300,100
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,<blank>,<blank>,<blank>,mobile,3,admission_enquiry,<blank>,<blank>
NO,<blank>,email,<blank>,varchar(100),varchar,admission_enquiry,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,4,300,100
NO,<blank>,city,<blank>,varchar(20),varchar,admission_enquiry,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,5,60,20
NO,<blank>,course,<blank>,varchar(500),varchar,admission_enquiry,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,6,1500,500
NO,<blank>,cet_marks,<blank>,varchar(100),varchar,admission_enquiry,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,7,300,100
NO,<blank>,pcm_marks,<blank>,varchar(100),varchar,admission_enquiry,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,8,300,100
NO,<blank>,aggregrade,<blank>,varchar(100),varchar,admission_enquiry,def,<blank>,<blank>,"select,insert,update,references",<blank>,utf8_unicode_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,utf8,NEVER,9,300,100
def,NO,0,<blank>,<blank>,NEVER,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,created_at,timestamp,timestamp,<blank>,<blank>,<blank>,10,admission_enquiry,current_timestamp(),<blank>
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,auto_increment,<blank>,<blank>,id,1,department_cover_image,PRI,<blank>
NO,<blank>,department,<blank>,varchar(500),varchar,department_cover_image,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,2,500,500
NO,<blank>,url,<blank>,varchar(500),varchar,department_cover_image,def,<blank>,<blank>,"select,insert,update,references",<blank>,latin1_swedish_ci,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,latin1,NEVER,3,500,500
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(11),bigint,auto_increment,<blank>,<blank>,id,1,areaofinterest,PRI,<blank>
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(11),bigint,<blank>,<blank>,<blank>,faculty_id,2,areaofinterest,<blank>,<blank>
NEVER,varchar,<blank>,<blank>,areaofinterest,varchar(2000),def,3,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,latin1_swedish_ci,<blank>,NULL,"select,insert,update,references",areaofinterest,latin1,<blank>,YES,2000,2000
NEVER,varchar,<blank>,<blank>,researchinterest,varchar(2000),def,4,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,latin1_swedish_ci,<blank>,NULL,"select,insert,update,references",areaofinterest,latin1,<blank>,YES,2000,2000
NEVER,varchar,<blank>,<blank>,technicalskills,varchar(2000),def,5,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,latin1_swedish_ci,<blank>,NULL,"select,insert,update,references",areaofinterest,latin1,<blank>,YES,2000,2000
NEVER,varchar,<blank>,<blank>,certifications,varchar(2000),def,6,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,latin1_swedish_ci,<blank>,NULL,"select,insert,update,references",areaofinterest,latin1,<blank>,YES,2000,2000
NEVER,varchar,<blank>,<blank>,professionalmembership,varchar(2000),def,7,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,latin1_swedish_ci,<blank>,NULL,"select,insert,update,references",areaofinterest,latin1,<blank>,YES,2000,2000
NEVER,varchar,<blank>,<blank>,professionalcontribution,varchar(2000),def,8,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,latin1_swedish_ci,<blank>,NULL,"select,insert,update,references",areaofinterest,latin1,<blank>,YES,2000,2000
def,0,NEVER,<blank>,NO,19,"select,insert,update,references",u206194013_ICOER02MAR20,<blank>,<blank>,<blank>,<blank>,bigint(20),bigint,auto_increment,<blank>,<blank>,id,1,admission_enquiry1,PRI,<blank>
